actor_1_name,actor_2_name,actor_1_facebook_likes,actor_2_facebook_likes
Robert De Niro,Toby Jones,22000.0,2000.0
Emma Stone,Joe Lo Truglio,15000.0,833.0
Vanessa Ferlito,Keshia Knight Pulliam,923.0,619.0
Jason Momoa,Jennifer Hale,11000.0,918.0
Cassie Ventura,Mari Koda,158.0,152.0
Anne Hathaway,Chazz Palminteri,11000.0,979.0
Don Cheadle,Sophie Okonedo,3000.0,460.0
Henry Ian Cusick,Dougray Scott,866.0,794.0
Jennifer Hudson,Mary J. Blige,549.0,269.0
Bruce Willis,50 Cent,13000.0,1000.0
Kirk Fox,Shawn Andrews,109.0,67.0
Fionnula Flanagan,Elaine Cassidy,482.0,203.0
Michael Biehn,Carrie Henn,2000.0,626.0
Jeremy Brett,Rex Harrison,453.0,272.0
Muse Watson,Sarah Michelle Gellar,45000.0,4000.0
Rob Riggle,Damon Wayans Jr.,839.0,756.0
Virginia Madsen,Patrick Gallagher,912.0,306.0
Chris Moss,Owain Yeoman,33000.0,459.0
Jamie Lee Curtis,Donald Pleasence,2000.0,742.0
Jet Li,Tony Chiu Wai Leung,5000.0,643.0
Liam Aiken,Molly Shannon,818.0,636.0
Harold Perrineau,Sanaa Lathan,1000.0,886.0
Ryan Reynolds,Common,16000.0,988.0
Costas Mandylor,Gina Holden,723.0,346.0
Emmanuelle Vaugier,Vinessa Shaw,1000.0,580.0
Jeff Bridges,Olivia Wilde,12000.0,10000.0
Will Ferrell,Chris Kattan,8000.0,357.0
Alex Pettyfer,Mary-Kate Olsen,15000.0,976.0
Dan Byrd,Greg Nicotero,1000.0,1000.0
Kevin Grevioux,Jenna Boyd,593.0,517.0
Morgan Saylor,Valente Rodriguez,427.0,234.0
Brandon T. Jackson,Loretta Devine,918.0,912.0
T.I.,Adam Boyer,680.0,503.0
Anna Kendrick,Hana Mae Lee,10000.0,751.0
Marc Blucas,Brian Dennehy,973.0,954.0
Gary Cole,Bridget Fonda,989.0,888.0
Alexander Gould,Ethan Embry,1000.0,982.0
Thomas F. Wilson,Larry the Cable Guy,690.0,400.0
Vanessa Williams,Kevin Clash,1000.0,436.0
Don Cheadle,Lili Taylor,3000.0,960.0
Ava Gardner,David Niven,715.0,490.0
Lou Taylor Pucci,Elizabeth Blackmore,394.0,150.0
Nia Vardalos,Harland Williams,567.0,503.0
Judy Greer,Dennis Quaid,2000.0,2000.0
Jim Broadbent,Margot Kidder,1000.0,593.0
DeRay Davis,Clé Bennett,328.0,122.0
Paul Walker,Chazz Palminteri,23000.0,979.0
Aidan Quinn,Jeremy Northam,767.0,327.0
Victor Wong,Paul Freeman,400.0,193.0
Rufus Sewell,Eddie Marsan,3000.0,979.0
Tippi Hedren,Melanie Griffith,634.0,537.0
Brenda Fricker,David Murray,214.0,96.0
Josh Hutcherson,Brady Corbet,14000.0,287.0
Janeane Garofalo,Curtis Armstrong,1000.0,876.0
Rob Paulsen,Jess Harnell,677.0,262.0
George Peppard,Jan-Michael Vincent,669.0,642.0
Julianna Guill,Rick Gomez,465.0,152.0
Macaulay Culkin,Jamie Lee Curtis,3000.0,2000.0
Robert Downey Jr.,Ty Burrell,21000.0,3000.0
Rufus Sewell,Eddie Marsan,3000.0,979.0
Hal Holbrook,Tamara Tunie,826.0,508.0
Alan Rickman,Kate Winslet,25000.0,14000.0
Anne Hathaway,Julie Walters,11000.0,838.0
Danny Strong,Matt Long,714.0,701.0
Frances Fisher,Kim Dickens,638.0,624.0
Robin Williams,Josh Charles,49000.0,1000.0
Lauren Holly,Mike Starr,879.0,854.0
Bruno Kirby,Gretchen Palmer,227.0,73.0
Charlotte Rampling,James Mason,844.0,617.0
Ethan Suplee,Rachel Blanchard,1000.0,490.0
Paul Walker,Ron Lester,23000.0,255.0
Bérénice Bejo,Ed Lauter,996.0,897.0
Gary Oldman,Atticus Shaffer,10000.0,787.0
Bruce Willis,Bill Murray,13000.0,13000.0
Matt Bomer,Jordana Brewster,20000.0,4000.0
Clive Russell,Vincent Walsh,241.0,118.0
Jennifer Esposito,Kenan Thompson,911.0,521.0
Ivana Baquero,Maribel Verdú,634.0,269.0
Joel Courtney,Jessika Van,1000.0,921.0
Leslie Bibb,Angus T. Jones,1000.0,1000.0
Mo'Nique,Snoop Dogg,939.0,881.0
Leighton Meester,Danneel Ackles,3000.0,1000.0
Brittany Daniel,Erik Per Sullivan,861.0,593.0
Bolo Yeung,Alonna Shaw,633.0,67.0
Bill Bailey,Joe Cornish,175.0,115.0
Jada Pinkett Smith,Debi Mazar,851.0,680.0
Scarlett Johansson,Kevin Dunn,19000.0,581.0
Gustaf Skarsgård,Michael Nyqvist,908.0,690.0
Mila Kunis,Jay Hernandez,15000.0,1000.0
Alyson Hannigan,Amanda Detmer,3000.0,240.0
Patrick Fugit,Cole Hauser,835.0,787.0
J.K. Simmons,Amy Sedaris,24000.0,396.0
Will Ferrell,Jamie Lee Curtis,8000.0,2000.0
Mike Starr,Don Pardo,854.0,410.0
Nicolas Cage,Lea Thompson,12000.0,1000.0
Robert Pattinson,Lena Olin,21000.0,541.0
Dylan Baker,Alexandra Holden,812.0,326.0
Jon Lovitz,Alyson Hannigan,11000.0,3000.0
Denzel Washington,Tom Hanks,18000.0,15000.0
Gretchen Mol,Craig Bierko,599.0,380.0
Farrah Fawcett,Vincent Pastore,1000.0,584.0
Martin Landau,Karl Malden,940.0,416.0
Lochlyn Munro,Marian Seldes,555.0,403.0
Woody Allen,Debra Messing,11000.0,650.0
Natasha Lyonne,Lin Shaye,1000.0,852.0
Christopher Lambert,Jon Polito,1000.0,309.0
Alison Lohman,Omar Benson Miller,1000.0,418.0
Charles Napier,Annabeth Gish,503.0,489.0
Jeremy Renner,Dagmara Dominczyk,10000.0,316.0
Vanessa Redgrave,Natasha Richardson,898.0,708.0
Rosario Dawson,Spencer Wilding,3000.0,1000.0
Mo'Nique,Snoop Dogg,939.0,881.0
Dany Boon,Kad Merad,172.0,55.0
Viggo Mortensen,Jodie Whittaker,10000.0,304.0
Paz de la Huerta,Emily Alyn Lind,488.0,289.0
Taylor Negron,Justin Kirk,1000.0,945.0
Cary-Hiroyuki Tagawa,Sarah Roemer,1000.0,884.0
Orlando Bloom,Tanya van Graan,5000.0,170.0
Barry Corbin,Tim Blake Nelson,883.0,596.0
Vivica A. Fox,Jenifer Lewis,890.0,578.0
Steven Van Zandt,Trond Fausa,422.0,57.0
David Alpay,Marie-Josée Croze,232.0,150.0
Bruce Dern,Jake Lloyd,844.0,626.0
Mekhi Phifer,LL Cool J,1000.0,1000.0
Carole Bouquet,Ryôko Hirosue,235.0,46.0
Dustin Milligan,Gregg Henry,499.0,298.0
Judge Reinhold,Ronny Cox,901.0,605.0
Macaulay Culkin,Devin Ratray,3000.0,1000.0
Tom Selleck,Ted Danson,19000.0,875.0
Bill Murray,Sydney Pollack,13000.0,521.0
Tom Cruise,Tom Skerritt,10000.0,1000.0
Chen Chang,Pei-Pei Cheng,103.0,21.0
Kevin Spacey,Peter Gallagher,18000.0,828.0
Colin Firth,Jennifer Ehle,14000.0,1000.0
Kelly Preston,Tony Jay,742.0,384.0
Bex Taylor-Klaus,Bobby Campo,460.0,292.0
Kristen Stewart,Eddie Redmayne,17000.0,13000.0
Oprah Winfrey,Rae Dawn Chong,852.0,581.0
Nicole Dionne,Ji-won Ha,94.0,80.0
Morgan Freeman,Ayelet Zurer,11000.0,744.0
Benedict Cumberbatch,Rory Kinnear,19000.0,393.0
Eileen Brennan,Albert Brooks,1000.0,745.0
Sissy Spacek,Beverly D'Angelo,874.0,816.0
Chloë Grace Moretz,Zachary Gordon,17000.0,975.0
Javier Botet,Megan Charpentier,1000.0,340.0
Jamie Lee Curtis,Donald Pleasence,2000.0,742.0
Beverly D'Angelo,Randy Quaid,816.0,695.0
Jackson Nicoll,Georgina Cates,925.0,38.0
Roger Allam,Sylvia Syms,326.0,48.0
Catherine O'Hara,Jeffrey Jones,925.0,692.0
Michael Jai White,Tasha Smith,2000.0,721.0
Christian Bale,Kirsten Dunst,23000.0,4000.0
Daniel Radcliffe,Roger Allam,11000.0,326.0
Madeline Carroll,Tessa Thompson,1000.0,431.0
Frankie Muniz,Donald Faison,934.0,927.0
Robert De Niro,Meryl Streep,22000.0,11000.0
Robert De Niro,Kirsten Dunst,22000.0,4000.0
Clayton Snyder,Adam Lamberg,925.0,738.0
Dwayne Johnson,Harold Perrineau,12000.0,1000.0
Adam Scott,Conchata Ferrell,3000.0,658.0
Jordana Brewster,Salma Hayek,4000.0,4000.0
Rae'Ven Kelly,Virginia Capers,90.0,22.0
Robert De Niro,Sylvester Stallone,22000.0,13000.0
Chris Evans,JoAnna Garcia Swisher,11000.0,983.0
Jake Gyllenhaal,Anna Kendrick,15000.0,10000.0
Emma Stone,Bradley Cooper,15000.0,14000.0
Paul Walker,Leslie Bibb,23000.0,1000.0
Eddie Redmayne,Emily Watson,13000.0,876.0
Greg Grunberg,Regina Hall,833.0,807.0
Natalie Portman,James Frain,20000.0,1000.0
Claude Rains,José Ferrer,607.0,202.0
Scout Taylor-Compton,Tyler Mane,908.0,764.0
Michiel Huisman,Kevin Rankin,2000.0,820.0
Tony Goldwyn,Monica Potter,956.0,878.0
Jack Davenport,Debra Messing,1000.0,650.0
Jamie Lee Curtis,Thomas Ian Nicholas,2000.0,864.0
Liam Neeson,Jason Flemyng,14000.0,1000.0
Robin Wright,Carol Kane,18000.0,636.0
Denzel Washington,Jurnee Smollett-Bell,18000.0,2000.0
Ryan Gosling,Albert Brooks,33000.0,745.0
Adam Garcia,Carol Kane,811.0,636.0
Liam Aiken,Tim Daly,818.0,511.0
Jeremy Renner,Harold Perrineau,10000.0,1000.0
Jessie T. Usher,Matthew Daddario,116.0,110.0
Cicely Tyson,Luke Benward,907.0,807.0
Alfre Woodard,Sanaa Lathan,1000.0,886.0
Minnie Driver,Michael Cudlitz,893.0,822.0
Bradley Cooper,Katy Mixon,14000.0,982.0
Kim Director,Erica Leerhsen,193.0,184.0
Christine Taylor,Rachel True,838.0,328.0
Scarlett Johansson,Mark Gatiss,19000.0,567.0
Sierra McCormick,Hutch Dano,512.0,316.0
Anthony Hopkins,Peter Vaughan,12000.0,310.0
Don Cheadle,Nicole Ari Parker,3000.0,360.0
Kieran Culkin,Rosanna Arquette,1000.0,605.0
Alison Lohman,Danny Pino,1000.0,786.0
Jeff Kober,Daniella Alonso,919.0,557.0
Loretta Devine,Joey Lawrence,912.0,786.0
William Hurt,Sissy Spacek,882.0,874.0
Kelly Carlson,Firass Dirani,472.0,239.0
Nia Long,Will Forte,826.0,622.0
Leighton Meester,Cinda McCain,3000.0,646.0
Bruce Greenwood,Ethan Embry,989.0,982.0
Ryan Gosling,Ben Mendelsohn,33000.0,748.0
Luke Bracey,Akie Kotabe,775.0,614.0
Jason Priestley,Patrick Bergin,471.0,308.0
Jeremy Renner,Christian Camargo,10000.0,602.0
Heather Locklear,George C. Scott,695.0,654.0
Brad Pitt,Sam Shepard,11000.0,820.0
Philip Seymour Hoffman,Nina Hoss,22000.0,164.0
Rip Torn,Harland Williams,826.0,503.0
Yuri Lowenthal,Cam Clarke,354.0,173.0
Bono,The Edge,468.0,67.0
Christopher Lambert,Adrian Paul,1000.0,786.0
Cicely Tyson,Faizon Love,907.0,585.0
Anne Hathaway,Jim Sturgess,11000.0,5000.0
Daniel Stern,Jimmy Fallon,796.0,787.0
Vin Diesel,Tom Noonan,14000.0,442.0
Louis Lombardi,Brian Van Holt,436.0,324.0
Jeff Bridges,Bradley Whitford,12000.0,821.0
Kevin McNally,Keith Allen,427.0,66.0
Woody Allen,Larry David,11000.0,860.0
Trevor Morgan,Kyla Pratt,595.0,417.0
Rick Yune,RZA,746.0,561.0
Catherine O'Hara,Jake Busey,925.0,660.0
Bruce Greenwood,Chris Klein,989.0,841.0
Robert De Niro,Bob Hoskins,22000.0,5000.0
Oliver James,Rebecca De Mornay,1000.0,872.0
David Ogden Stiers,Nicole de Boer,443.0,319.0
Philip Seymour Hoffman,Jeff Bridges,22000.0,12000.0
Justin Timberlake,Michael Raymond-James,3000.0,788.0
Khandi Alexander,Dash Mihok,556.0,463.0
Angelina Jolie Pitt,Archie Panjabi,11000.0,883.0
James Franco,Jodi Lyn O'Keefe,11000.0,897.0
Vivica A. Fox,Lin Shaye,890.0,852.0
Colin Firth,Tom Wilkinson,14000.0,1000.0
Jennifer Jason Leigh,Campbell Scott,1000.0,393.0
Logan Lerman,Neil Flynn,8000.0,625.0
Elizabeth Berrington,Anna Madeley,65.0,49.0
Tyler James Williams,S. Epatha Merkerson,931.0,539.0
Emma Stone,Bradley Cooper,15000.0,14000.0
J.K. Simmons,Zach Gilford,24000.0,971.0
Matt Damon,Hal Holbrook,13000.0,826.0
Larry David,Michael McKean,860.0,658.0
Matthew Settle,Susan Ward,477.0,397.0
Levon Helm,Dwight Yoakam,572.0,324.0
Robin Williams,Mark Margolis,49000.0,1000.0
Robert Downey Jr.,Corbin Bernsen,21000.0,1000.0
Vivica A. Fox,Fred Willard,890.0,729.0
Naomi Watts,Robert Forster,6000.0,889.0
Olivier Martinez,Agnes Bruckner,837.0,400.0
Anthony Hopkins,Naomi Watts,12000.0,6000.0
Andrew Garfield,Charlie Rowe,10000.0,882.0
Anna Silk,Tom Hollander,857.0,555.0
Thomas Kretschmann,Eduardo Noriega,918.0,278.0
Curtis Armstrong,Pamela Reed,876.0,324.0
Meat Loaf,Elizabeth Perkins,783.0,664.0
Naomi Watts,Siobhan Fallon Hogan,6000.0,294.0
Thomas Stroppel,Kalim Chandler,192.0,134.0
Bob Hoskins,Elaine Cassidy,5000.0,203.0
Brigitte Helm,Gustav Fröhlich,136.0,23.0
David Belle,Cyril Raffaelli,510.0,297.0
Steve Buscemi,Bill Cobbs,12000.0,970.0
Qi Shu,Chen Chang,1000.0,103.0
Dean Stockwell,Scott Glenn,936.0,826.0
Konstantin Lavronenko,Vladimir Garin,20.0,13.0
Nirut Sirichanya,Petchtai Wongkamlao,64.0,45.0
Michael Fassbender,JJ Feild,13000.0,794.0
Christopher Heyerdahl,Gina Bellman,825.0,476.0
Bradley Cooper,Brooke Shields,14000.0,1000.0
Jennifer Hudson,Wendy Crewson,549.0,248.0
Channing Tatum,Al Pacino,17000.0,14000.0
Eddie Izzard,Udo Kier,776.0,595.0
Stephen Graham,Gael Le Cornec,1000.0,165.0
Anna Friel,Hans Matheson,735.0,627.0
Liam Neeson,Steve Buscemi,14000.0,12000.0
Birgitte Hjort Sørensen,Robert Forster,1000.0,889.0
Bruce Payne,Lucy Gaskell,179.0,55.0
Maximilian Dirr,Rodrigo De la Serna,61.0,57.0
Bingbing Fan,Daniel Wu,556.0,353.0
Samantha Morton,Dexter Fletcher,631.0,452.0
Bill Murray,Chris Elliott,13000.0,571.0
Matt Bomer,Channing Tatum,20000.0,17000.0
Leonardo DiCaprio,Harold Perrineau,29000.0,1000.0
Kristin Scott Thomas,Aidan Quinn,1000.0,767.0
Sharon Leal,David Rasche,467.0,220.0
Clint Eastwood,Morgan Freeman,16000.0,11000.0
Bryce Dallas Howard,Jeremy Davies,3000.0,769.0
Anil Kapoor,Saurabh Shukla,668.0,56.0
Fred Gwynne,Lois Smith,886.0,276.0
Julia Roberts,Hector Elizondo,8000.0,995.0
Martin Short,Andrea Martin,770.0,179.0
Paul Hogan,Linda Kozlowski,442.0,162.0
María Valverde,Chris Marquette,892.0,355.0
Tom Cruise,Tom Berenger,10000.0,854.0
Doug E. Doug,Leon,953.0,730.0
Jensen Ackles,Jaime King,10000.0,960.0
Kyra Sedgwick,Madison Davenport,941.0,459.0
Sylvester Stallone,Brian Dennehy,13000.0,954.0
Chris Brown,Laz Alonso,997.0,826.0
Caroline Munro,Desmond Llewelyn,456.0,244.0
Amy Bruni,Steve Gonsalves,155.0,130.0
Alicia Witt,Loretta Devine,975.0,912.0
Keanu Reeves,Peter Capaldi,18000.0,17000.0
Eddie Cibrian,Phylicia Rashad,849.0,597.0
Seymour Cassel,Klaus Maria Brandauer,327.0,172.0
Will Ferrell,Elaine Hendrix,8000.0,670.0
Meryl Streep,Jim Broadbent,11000.0,1000.0
Phil Vischer,Mike Nawrocki,23.0,12.0
Janet Jackson,Khandi Alexander,592.0,556.0
Mike Epps,Roger Guenveur Smith,706.0,266.0
John Witherspoon,W. Earl Brown,723.0,422.0
Linda Blair,Richard Burton,931.0,726.0
Sissy Spacek,James D'Arcy,874.0,613.0
Carmen Electra,Tyler Labine,869.0,779.0
Chris Hemsworth,Milla Jovovich,26000.0,14000.0
America Ferrera,Lance Gross,953.0,849.0
Alyson Hannigan,Linda Cardellini,3000.0,2000.0
Lily Tomlin,Joan Plowright,718.0,330.0
Joe Mantegna,Bethany Joy Lenz,1000.0,855.0
Robert De Niro,Liza Minnelli,22000.0,740.0
Alfre Woodard,Delroy Lindo,1000.0,848.0
Steve Buscemi,Eliza Coupe,12000.0,490.0
Peter Mensah,Kane Hodder,1000.0,935.0
Frankie Muniz,Donald Faison,934.0,927.0
Anthony Hopkins,Nick Cannon,12000.0,593.0
Monica Potter,Ivana Milicevic,878.0,834.0
Thomas McDonell,Jackson Nicoll,962.0,925.0
Emmanuelle Seigner,Mathieu Amalric,413.0,412.0
Kate Winslet,Noah Emmerich,14000.0,617.0
Norman Reedus,Sharon Lawrence,12000.0,215.0
Viggo Mortensen,Julie Kavner,10000.0,233.0
Derek Luke,Terry Pheto,543.0,113.0
Melissa Sagemiller,Angela Featherstone,159.0,102.0
Seth Gilliam,Todd Boyce,423.0,15.0
Colin Firth,Kristin Scott Thomas,14000.0,1000.0
Christopher Lee,Joseph Cotten,16000.0,469.0
Lesley Manville,Ruth Sheen,149.0,44.0
Mathieu Amalric,Sara Forestier,412.0,74.0
Sebastian Koch,Mathieu Kassovitz,380.0,326.0
Woo-sung Jung,Shawn Yue,149.0,32.0
John Heard,Katherine LaNasa,697.0,329.0
Matt Damon,Kieran Culkin,13000.0,1000.0
Steve Howey,Kenan Thompson,826.0,521.0
Madeline Carroll,Rebecca De Mornay,1000.0,872.0
Jake Gyllenhaal,Heath Ledger,15000.0,13000.0
Noel Fisher,Danny Woodburn,833.0,809.0
Donald Faison,Dan Hedaya,927.0,281.0
Dennis Quaid,Celia Weston,2000.0,258.0
Adam Scott,Gillian Jacobs,3000.0,837.0
Krystyna Janda,Olaf Lubaszenko,20.0,3.0
Kate Winslet,Stephen Marcus,14000.0,230.0
Abbie Cornish,Gabourey Sidibe,2000.0,906.0
Colm Feore,Tamara Tunie,539.0,508.0
Jacek Koman,Marian Dziedziel,70.0,2.0
Thomas Kretschmann,Bruno Ganz,918.0,653.0
Belén Rueda,Lola Dueñas,273.0,114.0
Scarlett Johansson,Paul Brannigan,19000.0,50.0
Robin Williams,J.T. Walsh,49000.0,263.0
Jason Mewes,Stephanie Danielson,898.0,391.0
Usher Raymond,Sean Kingston,569.0,69.0
Natalie Portman,Mila Kunis,20000.0,15000.0
Gary Oldman,Abbie Cornish,10000.0,2000.0
Robert De Niro,Al Pacino,22000.0,14000.0
Sean Patrick Thomas,Terry Kinney,656.0,363.0
Tuesday Knight,Rodney Eastman,130.0,125.0
Jennifer Garner,Brighton Sharbino,3000.0,3000.0
Jennifer Garner,Mary Lynn Rajskub,3000.0,934.0
Jack Palance,Patrick Wayne,549.0,439.0
Bill Murray,Naomi Watts,13000.0,6000.0
Joe Lo Truglio,Regina Hall,833.0,807.0
Joseph Gordon-Levitt,Heath Ledger,23000.0,13000.0
Zooey Deschanel,Eddie Griffin,11000.0,489.0
Jon Lovitz,Lin Shaye,11000.0,852.0
Óscar Jaenada,Brett Cullen,619.0,350.0
Logan Lerman,Eric Stoltz,8000.0,902.0
Chris Elliott,Mark Webber,571.0,442.0
Mekhi Phifer,Chris Brown,1000.0,997.0
Kathleen Turner,Dom DeLuise,899.0,842.0
Bokeem Woodbine,Elliott Gould,904.0,471.0
Gregory Smith,Eartha Kitt,694.0,558.0
Jenny Agutter,Beth Grant,659.0,628.0
Leslie Bibb,Kate del Castillo,1000.0,345.0
Toby Jones,Alexa Davalos,2000.0,850.0
Elina Alminas,Sonoya Mizuno,149.0,145.0
Willie Garson,Orson Bean,512.0,216.0
Mo'Nique,Vivica A. Fox,939.0,890.0
Teo Halm,Ella Wahlestedt,803.0,587.0
Kirsten Dunst,Jay Hernandez,4000.0,1000.0
Yuki Matsuzaki,Kazunari Ninomiya,378.0,85.0
J.K. Simmons,Virginia Madsen,24000.0,912.0
LL Cool J,Jada Pinkett Smith,1000.0,851.0
Joan Allen,Jacob Tremblay,805.0,681.0
Don Rickles,Jack Warden,721.0,359.0
Kathleen Turner,Sam Waterston,899.0,849.0
Ryan Reynolds,Will Ferrell,16000.0,8000.0
Michael Nyqvist,David Dencik,690.0,94.0
Rosario Dawson,Vanessa Williams,3000.0,1000.0
Salma Hayek,Ellen Albertini Dow,4000.0,957.0
Jake Gyllenhaal,Geoffrey Arend,15000.0,816.0
Mark Gatiss,Mathieu Kassovitz,567.0,326.0
Justin Chon,Josie Loren,552.0,528.0
Steve Buscemi,Miranda Richardson,12000.0,530.0
Harry Lennix,Kathryn Morris,748.0,573.0
Tina Fey,Sarita Choudhury,2000.0,257.0
Emir Kusturica,Daniel Auteuil,2000.0,370.0
Liam Neeson,Meghan Heffern,14000.0,153.0
Chazz Palminteri,Ryan O'Neal,979.0,385.0
Natalie Portman,Jake Gyllenhaal,20000.0,15000.0
Peter Dinklage,Vin Diesel,22000.0,14000.0
Logan Lerman,Ezra Miller,8000.0,3000.0
Burt Young,Ian Gomez,683.0,155.0
Toby Jones,Isabella Rossellini,2000.0,812.0
Milla Jovovich,Sarah Polley,14000.0,900.0
Djimon Hounsou,Alison Lohman,3000.0,1000.0
John Boyega,Luke Treadaway,1000.0,305.0
Jelena Jovanova,Nikola Djuricko,306.0,164.0
Michael Imperioli,Tara Platt,873.0,461.0
Liam Neeson,Dean Dawson,14000.0,81.0
Steve Irwin,Aden Young,477.0,238.0
Dameon Clarke,Louis Herthum,170.0,157.0
Rae Dawn Chong,Everett McGill,581.0,201.0
Denzel Washington,Kevin Connolly,18000.0,638.0
Gabriel Millman,Embeth Davidtz,13000.0,795.0
Brad Pitt,Gary Oldman,11000.0,10000.0
Eva Green,Matt Smith,6000.0,2000.0
Kevin Spacey,Al Pacino,18000.0,14000.0
Liam Aiken,Ned Beatty,818.0,467.0
Ed Begley Jr.,Ruby Dee,783.0,782.0
Julian Morris,Margo Harshman,1000.0,668.0
David Niven,Mary Astor,490.0,185.0
Ryan Gosling,Kelli Garner,33000.0,730.0
Richard Johnson,Sheila Hancock,77.0,32.0
Catherine Deneuve,Udo Kier,963.0,595.0
Tom Wilkinson,Richard Roxburgh,1000.0,653.0
Isabella Rossellini,Vincent Gallo,812.0,787.0
Jenna Fischer,David Costabile,966.0,681.0
Robert De Niro,Don Johnson,22000.0,982.0
Kevin Spacey,Eric Schweig,18000.0,322.0
Judith Barsi,Gabriel Damon,912.0,320.0
Min-sik Choi,Bin Won,717.0,517.0
Clifton Collins Jr.,Cheech Marin,968.0,844.0
Ellen Burstyn,Linda Blair,1000.0,931.0
Roy Scheider,Robert Shaw,813.0,559.0
Alyson Hannigan,Shannon Elizabeth,3000.0,1000.0
Mackenzie Foy,Megan Mullally,6000.0,637.0
Victor Wong,Randall 'Tex' Cobb,400.0,255.0
Chris Brown,Romany Malco,997.0,966.0
Sean Patrick Thomas,Jason George,656.0,528.0
Leonard Nimoy,Kirstie Alley,12000.0,980.0
Sean Young,Udo Kier,759.0,595.0
Matthew Broderick,Barry Corbin,2000.0,883.0
Harrison Ford,Viggo Mortensen,11000.0,10000.0
Alex Veadov,Jason Cottle,93.0,17.0
Channing Tatum,Alyson Stoner,17000.0,2000.0
Bruce Willis,Demi Moore,13000.0,2000.0
Robert De Niro,Sid Haig,22000.0,1000.0
Danneel Ackles,Eric Winter,1000.0,954.0
Michael Kelly,Alex Russell,963.0,465.0
Miriam Margolyes,Amy Irving,405.0,194.0
Shelley Duvall,Michael Palin,629.0,561.0
Britney Spears,Katherine Boecher,1000.0,188.0
Dax Flame,Kirby Bliss Blanton,971.0,329.0
George C. Scott,Karl Malden,654.0,416.0
Robin Williams,Gary Cole,49000.0,989.0
Andrew Fiscella,Jay Hernandez,137000.0,1000.0
Chloë Grace Moretz,Alessandro Nivola,17000.0,527.0
Vanessa Williams,Shannon Elizabeth,1000.0,1000.0
Hector Elizondo,Fred Willard,995.0,729.0
Steven Mackintosh,Jerry Nelson,227.0,94.0
Eva Green,Tobias Menzies,6000.0,1000.0
Salma Hayek,Roger Rees,4000.0,1000.0
Lexie Contursi,Ashley Ashida Dixon,28.0,9.0
Shailene Woodley,Sam Trammell,8000.0,1000.0
Matt Damon,Martin Landau,13000.0,940.0
Rosario Dawson,Romany Malco,3000.0,966.0
Talia Shire,Richard Dysart,452.0,122.0
Illeana Douglas,Kathryn Erbe,347.0,301.0
Peter Mensah,Kelvin Taylor,1000.0,939.0
Steve Coogan,Mare Winningham,1000.0,482.0
Alicia Witt,Erika Christensen,975.0,931.0
Laurence Olivier,Anne Meara,1000.0,837.0
Tammin Sursok,Joanna 'JoJo' Levesque,836.0,826.0
Nat Wolff,Cara Delevingne,733.0,558.0
Michael Imperioli,Marsha Thomason,873.0,691.0
Devin Ratray,Bruce Dern,1000.0,844.0
CCH Pounder,Jada Pinkett Smith,1000.0,851.0
Noel Fisher,Amber Valletta,833.0,626.0
Charlize Theron,Patton Oswalt,9000.0,786.0
Jason Statham,Edi Gathegi,26000.0,725.0
Bernie Mac,Gilbert Gottfried,1000.0,560.0
Holly Hunter,Eddie Cibrian,1000.0,849.0
Common,Laz Alonso,988.0,826.0
Anne Hathaway,Rosemarie DeWitt,11000.0,536.0
Anjelica Huston,Michael Lerner,1000.0,230.0
Scarlett Johansson,Colin Firth,19000.0,14000.0
Jürgen Prochnow,Martin Semmelrogge,362.0,21.0
Dennis Quaid,Marc Blucas,2000.0,973.0
Heather Matarazzo,Barry Watson,529.0,526.0
Tom Hughes,Tom Hollander,565.0,555.0
Takeshi Kaneshiro,Andy Lau,755.0,483.0
Nate Parker,Curtiss Cook,664.0,591.0
Gary Weeks,Jonny Weston,452.0,328.0
Cedric the Entertainer,Veronika Dash,436.0,223.0
Sarah Silverman,Dave Chappelle,931.0,744.0
Christopher Lambert,Kurtwood Smith,1000.0,1000.0
John Michael Higgins,Catherine O'Hara,957.0,925.0
Melanie Griffith,Aleksa Palladino,537.0,255.0
Jill Clayburgh,Joseph Cross,433.0,398.0
Anika Noni Rose,Kelly Clarkson,525.0,281.0
Michael Imperioli,Debi Mazar,873.0,680.0
Jennifer Jason Leigh,Nick Damici,1000.0,65.0
Isabella Rossellini,Vinessa Shaw,812.0,580.0
Bob Hoskins,Ray Winstone,5000.0,1000.0
Doona Bae,Kang-ho Song,629.0,398.0
Robert Duvall,Treat Williams,3000.0,642.0
Jeremy Davies,Jeffrey Jones,769.0,692.0
Robert Downey Jr.,Megan Park,21000.0,569.0
Toni Servillo,Sabrina Ferilli,211.0,98.0
Kieran Culkin,Michael Harding,1000.0,165.0
Mia Wasikowska,Alden Ehrenreich,3000.0,1000.0
Li Gong,Tony Chiu Wai Leung,878.0,643.0
David Richmond-Peck,Erin Boyes,60.0,46.0
Eamonn Walker,Hope Davis,706.0,442.0
Tony Curran,Stephen Rea,845.0,327.0
Omar Epps,Tatyana Ali,865.0,685.0
Michael Jeter,Isaiah Washington,693.0,534.0
Kyra Sedgwick,Anne Bancroft,941.0,754.0
Eva Amurri Martino,Lynn Cohen,797.0,474.0
Dianne Wiest,Mark Duplass,967.0,830.0
Zack Ward,Kate del Castillo,662.0,345.0
Marcell Nagy,Péter Fancsikai,9.0,2.0
Bruce Willis,Albert Finney,13000.0,883.0
