director_name,director_facebook_likes
Michael O. Sajbel,6.0
Phillip Noyce,176.0
Gore Verbinski,563.0
Walter Hill,394.0
David Koepp,192.0
Renny Harlin,212.0
Matt Reeves,198.0
Charles T. Kanganis,18.0
Michel Gondry,1000.0
Stephen Frears,350.0
John Hillcoat,214.0
Woody Allen,11000.0
Damon Santostefano,4.0
John Wells,53.0
Neil Jordan,277.0
Woody Allen,11000.0
Frank Oz,0.0
James Wan,0.0
Kirk Jones,52.0
Bob Clark,84.0
Les Mayfield,10.0
Les Mayfield,10.0
Michael Lembeck,54.0
Bob Fosse,189.0
Paul Thomas Anderson,0.0
Dave Borthwick,3.0
Benson Lee,9.0
,
David Zucker,119.0
Robert Rodriguez,0.0
Glen Morgan,17.0
Fred Wolf,29.0
Mike Leigh,608.0
Alejandro Monteverde,38.0
David Cronenberg,0.0
Richard Linklater,0.0
Michael Apted,150.0
Uwe Boll,892.0
Todd Graff,650.0
Jonathan Glazer,143.0
J.C. Chandor,78.0
Paul Gross,329.0
Marc Abraham,18.0
Todd Haynes,162.0
Mabrouk El Mechri,19.0
Rian Johnson,0.0
Charlie Kaufman,0.0
Hayao Miyazaki,6000.0
Jean-Paul Rappeneau,22.0
Nancy Walker,42.0
John Hillcoat,214.0
Angelo Pizzo,14.0
Richard Benjamin,121.0
Kurt Wimmer,110.0
Roger Spottiswoode,55.0
James Gray,115.0
Matthew Diamond,12.0
Angelina Jolie Pitt,11000.0
Katsuhiro Ôtomo,78.0
David Anspaugh,25.0
Andrew Jarecki,46.0
Kevin Reynolds,58.0
Stephen Chow,0.0
Jean-Marie Poiré,8.0
Kevin Munroe,14.0
Daniel Algrant,3.0
,
Julie Taymor,278.0
Alejandro Amenábar,448.0
Jane Clark,23.0
Daniel Lee,10.0
Mike Barker,5.0
Wayne Thornley,0.0
Gnana Rajasekaran,0.0
Tom Walsh,2.0
Jonathan Jakubowicz,23.0
James McTeigue,160.0
Scott Walker,17.0
John Curran,43.0
Uli Edel,34.0
Kevin Costner,0.0
Jake Kasdan,52.0
Harold Becker,17.0
Mark Rosman,15.0
Wes Craven,0.0
Steve Beck,17.0
Stanley Kubrick,0.0
Robert Zemeckis,0.0
William Malone,37.0
Tyler Perry,0.0
Rob Hawk,97.0
Josh Gordon,8.0
Shawn Levy,189.0
Lee Tamahori,93.0
,
Britt Allcroft,2.0
Breck Eisner,42.0
Hayao Miyazaki,6000.0
Alan Yuen,0.0
Roger Donaldson,79.0
Brian Percival,33.0
Sean Anders,51.0
Anand Tucker,14.0
Anthony Mann,75.0
Michael Dowse,31.0
Daniel Barnz,33.0
Emile Ardolino,22.0
Robert Altman,500.0
James Schamus,44.0
Andrew Douglas,15.0
Spike Jonze,0.0
George A. Romero,0.0
Danny Pang,15.0
Terry Gilliam,0.0
Ricky Gervais,0.0
Nicholas Stoller,89.0
Chuck Russell,55.0
Penny Marshall,545.0
Larry Charles,119.0
Robert Luketic,126.0
Leonard Nimoy,12000.0
Scott Derrickson,301.0
Mike Mitchell,31.0
Vic Armstrong,179.0
Thomas Bezucha,15.0
Kevin Rodney Sullivan,8.0
Terry Zwigoff,72.0
Jay Roach,116.0
Kirk Jones,52.0
David Bowers,42.0
John McTiernan,323.0
Milos Forman,869.0
Nelson McCormick,29.0
Mark Waters,70.0
Audrey Wells,22.0
Robert Altman,500.0
,
Francis Ford Coppola,0.0
Alejandro G. Iñárritu,0.0
Woody Allen,11000.0
Paul Greengrass,521.0
Bille Woodruff,23.0
Edward Zwick,380.0
Rick Friedberg,8.0
John Carpenter,0.0
Sean McNamara,80.0
Mike Nichols,0.0
Jody Hill,62.0
Richard Fleischer,130.0
Martin Scorsese,17000.0
Brandon Camp,7.0
Barry Levinson,272.0
Kevin Tancharoen,64.0
Danny Boyle,0.0
Woody Allen,11000.0
Nicholas Hytner,13.0
Jessie Nelson,24.0
Bart Freundlich,38.0
Irwin Winkler,34.0
Danny Boyle,0.0
Chris Columbus,0.0
Miguel Arteta,44.0
William A. Fraker,28.0
John Boorman,128.0
Brian De Palma,0.0
Courtney Solomon,31.0
Ang Lee,0.0
Rob Reiner,0.0
Jeff Kanew,6.0
István Szabó,109.0
Adrian Lyne,213.0
Matthew Robbins,25.0
Michael Hoffman,97.0
Tim Burton,13000.0
Jason Reitman,655.0
Sergey Bodrov,44.0
Guy Ritchie,0.0
Hal Needham,379.0
Kenneth Branagh,0.0
Bruce Beresford,78.0
Jeff Nichols,337.0
Woody Allen,11000.0
Jonathan Teplitzky,6.0
,
Michael Haneke,0.0
Zack Ward,662.0
Mike Marvin,28.0
D.J. Caruso,154.0
Nimród Antal,190.0
Gregor Jordan,34.0
,
Tran Anh Hung,157.0
Lance Hool,0.0
George A. Romero,0.0
Chuck Russell,55.0
Christian Volckman,2.0
Jon Cassar,78.0
Richard Fleischer,130.0
Rodrigo Cortés,89.0
Greg Mottola,99.0
Tyler Perry,0.0
David Hayter,512.0
Jon M. Chu,209.0
Cory Edwards,19.0
Terry George,83.0
Xavier Gens,87.0
Kasi Lemmons,148.0
Brian A Miller,32.0
Matt Dillon,0.0
Alejandro Amenábar,448.0
James Cameron,0.0
George Cukor,165.0
Jim Gillespie,13.0
Luke Greenfield,42.0
Alexander Payne,729.0
Jay Chandrasekhar,422.0
John Carpenter,0.0
Yimou Zhang,611.0
John Hoffman,9.0
Malcolm D. Lee,92.0
Joe Carnahan,248.0
Kevin Greutert,52.0
Michael Lehmann,36.0
Joseph Kosinski,364.0
John Fortenberry,12.0
Daniel Barnz,33.0
Alexandre Aja,192.0
Sam Weisman,39.0
Niki Caro,51.0
Erik White,17.0
Chris Robinson,49.0
Jason Moore,36.0
Michael Tollin,19.0
Sam Raimi,0.0
Robert Harmon,11.0
Trent Cooper,0.0
Gary Halvorson,11.0
Antoine Fuqua,847.0
Nicholas Ray,117.0
Fede Alvarez,201.0
Donald Petrie,80.0
Paul Weitz,80.0
Sidney J. Furie,22.0
Ian Iqbal Rashid,8.0
Wayne Kramer,47.0
Rowdy Herrington,9.0
Jim Goddard,3.0
Neil Burger,168.0
Noel Marshall,4.0
Joel Schumacher,541.0
Andrea Di Stefano,30.0
Richard Kelly,219.0
Guillaume Ivernel,0.0
Jack Smight,22.0
Todd Lincoln,57.0
Howard Zieff,6.0
Steven Shainberg,30.0
Neil Burger,168.0
Oliver Stone,0.0
Ang Lee,0.0
Julian Jarrold,11.0
Joe Nussbaum,18.0
Vadim Perelman,26.0
Peter Weir,608.0
Peter Farrelly,137.0
Rob Reiner,0.0
Sidney Lumet,0.0
Todd Phillips,480.0
Brian Robbins,48.0
Michel Hazanavicius,405.0
David S. Goyer,687.0
Wes Anderson,0.0
Jonathan Liebesman,473.0
Cyrus Nowrasteh,19.0
Perry Andelin Blake,11.0
Guillermo del Toro,0.0
,
John Whitesell,14.0
John Singleton,309.0
Christian E. Christiansen,26.0
Dennie Gordon,29.0
Sheldon Lettich,23.0
Edgar Wright,1000.0
Diane English,15.0
Woody Allen,11000.0
Peter Flinth,5.0
Jon Lucas,24.0
Robert Iscove,7.0
Peter Kosminsky,7.0
Karyn Kusama,45.0
Nick Gomez,22.0
Woody Allen,11000.0
Vic Armstrong,179.0
Allen Coulter,47.0
Clare Kilner,6.0
Richard Benjamin,121.0
Jonathan Demme,438.0
Josef Rusnak,9.0
Lance Rivera,3.0
Ronald Neame,38.0
Bruce Paltrow,28.0
Woody Allen,11000.0
Adam Rifkin,89.0
Russell Mulcahy,85.0
Susanne Bier,369.0
Kenneth Johnson,34.0
James Gray,115.0
James Ivory,133.0
Danny Boyle,0.0
Jessy Terrero,29.0
Dany Boon,172.0
Vicente Amorim,6.0
Gaspar Noé,929.0
Amy Heckerling,143.0
Lasse Hallström,529.0
Jérôme Salle,22.0
Tommy Lee Jones,0.0
Jesse Vaughan,10.0
,
Atom Egoyan,460.0
William Bindley,4.0
Wayne Beach,7.0
Gérard Krawczyk,7.0
James Gunn,571.0
Martin Brest,102.0
Chris Columbus,0.0
Leonard Nimoy,12000.0
Sydney Pollack,521.0
Tony Scott,12000.0
Ang Lee,0.0
Sam Mendes,0.0
Tom Hooper,0.0
Ivan Reitman,425.0
,
Udayan Prasad,4.0
Steven Spielberg,14000.0
JK Youn,2.0
Timur Bekmambetov,335.0
Morten Tyldum,77.0
Howard Zieff,6.0
Michael Apted,150.0
Thor Freudenthal,87.0
Andrés Muschietti,127.0
John Carpenter,0.0
Harold Ramis,11000.0
Jeff Tremaine,79.0
Stephen Frears,350.0
Tim Burton,13000.0
Tyler Perry,0.0
Gillian Armstrong,44.0
James Watkins,43.0
Simon West,165.0
Shawn Levy,189.0
Michael Cimino,517.0
Barry Levinson,272.0
Jim Fall,13.0
Ric Roman Waugh,29.0
Michael Dougherty,66.0
Robert Rodriguez,0.0
Brian Gibson,13.0
James Mangold,446.0
Joel Gallen,11.0
David Ayer,453.0
Cameron Crowe,488.0
Rob Cohen,357.0
James Marsh,120.0
John Whitesell,14.0
Matt Williams,18.0
David Lean,767.0
Rob Zombie,0.0
Jean-Marc Vallée,212.0
Dennis Iliadis,29.0
Clare Kilner,6.0
Rick Rosenthal,28.0
Louis Leterrier,255.0
Rob Reiner,0.0
Denzel Washington,18000.0
Nicolas Winding Refn,0.0
Sara Sugarman,10.0
Nicholas Hytner,13.0
Juan Carlos Fresnadillo,35.0
Thomas Carter,49.0
Wayne Wang,61.0
Gina Prince-Bythewood,107.0
George Armitage,5.0
Phil Traill,3.0
Joe Berlinger,31.0
Andrew Fleming,26.0
Woody Allen,11000.0
Elizabeth Allen Rosenbaum,20.0
James Ivory,133.0
Paul Thomas Anderson,0.0
Robert Harmon,11.0
Michael Mayer,15.0
Martin Weisz,7.0
John Ottman,83.0
Jay Russell,13.0
John Bonito,8.0
Peter Atencio,10.0
Shana Feste,19.0
David Nutter,119.0
Derek Cianfrance,310.0
Roger Donaldson,79.0
Stephan Elliott,11.0
Kathryn Bigelow,0.0
Mark L. Lester,73.0
Andrew Dominik,181.0
Anton Corbijn,210.0
Tom Green,374.0
Mike Nawrocki,12.0
Catherine Owens,0.0
Douglas Aarniokoski,36.0
Bryan Barber,16.0
Lone Scherfig,92.0
Drew Barrymore,0.0
Brian Koppelman,34.0
James Foley,164.0
Albert Brooks,745.0
Irwin Winkler,34.0
Woody Allen,11000.0
Steve Gomer,9.0
RZA,561.0
Dean Parisot,23.0
Mark Piznarski,4.0
Terry Gilliam,0.0
Sean McNamara,80.0
,
Joel Coen,0.0
Craig Brewer,153.0
Ron Shelton,41.0
Michael Winterbottom,187.0
David Raynr,9.0
Mort Nathan,2.0
Oliver Parker,32.0
Dan Curtis,45.0
Wil Shriner,6.0
Martin McDonagh,454.0
Tina Gordon Chism,24.0
Peter Cattaneo,11.0
Vicky Jenson,96.0
Gus Van Sant,835.0
Woody Allen,11000.0
Mary Lambert,52.0
Tommy Lee Jones,0.0
Peter Kassovitz,0.0
Shane Black,1000.0
Rodman Flender,6.0
David Lynch,0.0
Katja von Garnier,18.0
Woody Allen,11000.0
Mark Romanek,132.0
,
Brad Anderson,122.0
Michael Chapman,70.0
Antonio Banderas,0.0
Michael Haneke,0.0
Khalil Sullins,5.0
Atom Egoyan,460.0
Fritz Lang,756.0
Pierre Morel,180.0
Gary Fleder,39.0
Hsiao-Hsien Hou,141.0
Gregor Jordan,34.0
Andrey Zvyagintsev,445.0
Tony Jaa,0.0
Neil Marshall,197.0
Russell Mulcahy,85.0
Ryûhei Kitamura,129.0
Darrell Roodt,36.0
Dito Montiel,68.0
Stefan Ruzowitzky,24.0
Jake Paltrow,17.0
Juraj Jakubisko,15.0
Anthony Silverston,0.0
Gabe Ibáñez,19.0
Gerry Lively,93.0
Daniele Luchetti,6.0
Tung-Shing Yee,3.0
Julien Temple,67.0
Harold Ramis,11000.0
Gregory Jacobs,13.0
Baz Luhrmann,1000.0
Gilles Paquet-Brenner,15.0
Peter Cousens,5.0
Clint Eastwood,16000.0
Lars von Trier,3000.0
Danny Boyle,0.0
Adrian Lyne,213.0
Garry Marshall,0.0
John Blanchard,0.0
John Cornell,5.0
Vidhu Vinod Chopra,34.0
Oliver Stone,0.0
Jon Turteltaub,226.0
Patrick Lussier,71.0
Ole Bornedal,30.0
Ted Kotcheff,270.0
Sylvain White,41.0
Lewis Gilbert,43.0
,
Jamie Blanks,9.0
Stephen Frears,350.0
Tyler Perry,0.0
Randal Kleiser,116.0
Bruce McCulloch,54.0
Phyllida Lloyd,58.0
Mike Nawrocki,12.0
John Singleton,309.0
Kevin Bray,10.0
Wes Craven,0.0
John Boorman,128.0
Courtney Solomon,31.0
David Zucker,119.0
David Twohy,123.0
Rick Famuyiwa,44.0
Alan Cohn,0.0
Franco Zeffirelli,160.0
Tom Holland,85.0
Martin Scorsese,17000.0
Spike Lee,0.0
Chris Rock,0.0
James Isaac,52.0
Shawn Levy,189.0
Emilio Estevez,0.0
Mark Waters,70.0
Josh Schwartz,90.0
Julian Schnabel,232.0
Todd Field,143.0
Davis Guggenheim,49.0
Tony Goldwyn,956.0
Phillip Noyce,176.0
Stephen Carpenter,12.0
James Ivory,133.0
Stephan Elliott,11.0
James Fargo,109.0
Mike Leigh,608.0
Alain Resnais,752.0
Costa-Gavras,333.0
Chao-Bin Su,2.0
Neil Burger,168.0
Kenneth Lonergan,50.0
Bo Zenga,10.0
Rob Reiner,0.0
Ang Lee,0.0
Jonathan Liebesman,473.0
Amy Heckerling,143.0
Todd Haynes,162.0
Steve Pink,38.0
,
Philip Kaufman,133.0
Martin McDonagh,454.0
Kasi Lemmons,148.0
,
Oliver Hirschbiegel,101.0
Alejandro Amenábar,448.0
Jonathan Glazer,143.0
Barry Levinson,272.0
Hyung-rae Shim,26.0
Jon M. Chu,209.0
Darren Aronofsky,0.0
José Padilha,294.0
Francis Ford Coppola,0.0
Thomas Carter,49.0
Renny Harlin,212.0
Patricia Riggen,36.0
Danny Leiner,8.0
Christopher Cain,58.0
Theodore Melfi,51.0
Steve Pink,38.0
Gil Junger,19.0
Ed Decter,13.0
Gene Quintano,0.0
Jaume Collet-Serra,174.0
Eric Bress,19.0
Chris Koch,13.0
Preston A. Whitmore II,17.0
Bob Clark,84.0
Kirk Wong,6.0
Bronwen Hughes,15.0
John Lafia,5.0
Sam Miller,12.0
Frank Darabont,0.0
Alex Garland,232.0
Spike Jonze,0.0
Mark Brown,7.0
Dave Green,13.0
John Stockwell,134.0
Clint Eastwood,16000.0
Michael Polish,35.0
Daisy von Scherler Mayer,18.0
Lenny Abrahamson,412.0
Bob Saget,799.0
John Waters,0.0
Andrew Fleming,26.0
Niels Arden Oplev,76.0
Craig Bolotin,7.0
Mark Christopher,15.0
Blair Hayes,2.0
Jez Butterworth,16.0
Jon Lucas,24.0
Olivier Assayas,107.0
Rod Lurie,37.0
Paul Weitz,80.0
Patrice Leconte,83.0
Atom Egoyan,460.0
Paul Mazursky,150.0
Jim Sheridan,260.0
Sidney Lumet,0.0
Stephen Chbosky,139.0
Jon Hess,29.0
Douglas McGrath,41.0
Michael Winterbottom,187.0
Mark Neveldine,83.0
Joe Cornish,115.0
Angelina Jolie Pitt,11000.0
Brad Anderson,122.0
John H. Lee,32.0
John Stainton,0.0
Glenn Ficarra,43.0
Jean-Jacques Annaud,218.0
Denzel Washington,18000.0
Michael Hoffman,97.0
Tony Scott,12000.0
Benedek Fliegauf,28.0
James Foley,164.0
Michael Winterbottom,187.0
Paul Schrader,261.0
Stewart Hendler,10.0
John Cromwell,19.0
Craig Gillespie,44.0
Mark Herman,39.0
Lars von Trier,3000.0
Gillian Armstrong,44.0
Abel Ferrara,220.0
Brian Koppelman,34.0
Ethan Maniquis,20.0
George Hickenlooper,60.0
Don Bluth,383.0
Je-kyu Kang,16.0
William Dear,50.0
William Friedkin,607.0
Steven Spielberg,14000.0
Paul Weitz,80.0
Stéphane Aubier,2.0
Michael Ritchie,23.0
Tim Story,167.0
Tim Story,167.0
Nicholas Meyer,120.0
Tom Shadyac,293.0
John Badham,139.0
Peter Weir,608.0
Mike McCoy,16.0
Anne Fletcher,98.0
Mike Judge,406.0
Quentin Tarantino,16000.0
Jon Hurwitz,22.0
Josh Trank,128.0
Barbra Streisand,0.0
Terry Gilliam,0.0
Tamra Davis,33.0
Nima Nourizadeh,166.0
Franklin J. Schaffner,76.0
Mark Romanek,132.0
John Erick Dowdle,66.0
David Moreau,0.0
Christopher Erskin,4.0
Jesse Dylan,58.0
Brian Henson,53.0
Martin Campbell,258.0
Julie Taymor,278.0
Dan Cutforth,4.0
Josh Boone,131.0
John Dahl,131.0
Chris Rock,0.0
John Frankenheimer,287.0
David Koepp,192.0
,
Stephen Frears,350.0
Mike Binder,57.0
Franklin J. Schaffner,76.0
Elizabeth Allen Rosenbaum,20.0
Jake Schreier,14.0
Cheryl Dunye,17.0
Alexander Payne,729.0
Ernest R. Dickerson,226.0
Tim Hill,25.0
Jason Reitman,655.0
Mark Neveldine,83.0
Lionel C. Martin,3.0
Richard LaGravenese,98.0
Sanaa Hamri,43.0
Jonathan Demme,438.0
Bob Rafelson,30.0
Peter Webber,73.0
Wolfgang Petersen,249.0
John Lee Hancock,102.0
Wallace Wolodarsky,32.0
Richard Curtis,628.0
Yimou Zhang,611.0
Nicholas Jarecki,27.0
Dean Israelite,16.0
Darnell Martin,67.0
Scott Alexander,25.0
Stuart Gordon,216.0
Christopher Guest,378.0
Woody Allen,11000.0
Ryan Murphy,708.0
Robert Iscove,7.0
Spike Lee,0.0
Jane Campion,319.0
James Gray,115.0
Fred Schepisi,40.0
Joon-ho Bong,584.0
Roger Spottiswoode,55.0
Antonia Bird,61.0
Jon Poll,20.0
Paolo Sorrentino,667.0
Peter Care,0.0
Chan-wook Park,0.0
Kar-Wai Wong,0.0
Ira Sachs,60.0
Carroll Ballard,19.0
Neil Jordan,277.0
Takeshi Kitano,0.0
Anthony Russo,94.0
Sidney Lumet,0.0
Vadim Perelman,26.0
Lawrence Kasdan,759.0
Marco Kreuzpaintner,7.0
Lajos Koltai,45.0
Alan Rudolph,18.0
Yimou Zhang,611.0
Vincenzo Natali,165.0
Chuan Lu,14.0
Tim Johnson,12.0
Lijun Sun,0.0
Takashi Yamazaki,7.0
Renny Harlin,212.0
Christopher Smith,76.0
Timothy Hines,0.0
Randall Wallace,130.0
Guy Ritchie,0.0
David Winters,49.0
Mary Lambert,52.0
Akira Kurosawa,0.0
Jamie Thraves,2.0
Mabel Cheung,3.0
Joe Dante,287.0
George Lucas,0.0
Dan Mazer,11.0
David Lean,767.0
Stephen Daldry,335.0
Kenny Ortega,197.0
David O. Russell,737.0
Jeff Tremaine,79.0
Jonathan Lynn,36.0
R.J. Cutler,15.0
Brian Trenchard-Smith,53.0
David S. Ward,42.0
Oliver Parker,32.0
Joel Schumacher,541.0
Adam Shankman,163.0
Tim Robbins,0.0
Roger Kumble,16.0
Kevin Greutert,52.0
Mel Brooks,0.0
Gina Prince-Bythewood,107.0
Rob Pritts,5.0
Brian De Palma,0.0
Norman Jewison,278.0
Tobe Hooper,365.0
John Crowley,34.0
Stanley Kubrick,0.0
Brendan Malloy,2.0
Reginald Hudlin,71.0
Dustin Hoffman,0.0
Gregory Poirier,5.0
Bill Paxton,0.0
Simon Curtis,64.0
Bill Condon,386.0
Sam Raimi,0.0
Dewey Nicks,4.0
Lasse Hallström,529.0
Philip Saville,10.0
Mike Leigh,608.0
Daisy von Scherler Mayer,18.0
Mira Nair,300.0
Ethan Coen,1000.0
Tim Blake Nelson,596.0
William A. Graham,8.0
Martin Ritt,58.0
John Turturro,0.0
Agnieszka Holland,238.0
Tobe Hooper,365.0
Rowan Joffe,17.0
David Hackl,43.0
Giuliano Montaldo,4.0
Lisa Azuelos,15.0
Ray Lawrence,10.0
Karan Johar,160.0
Oliver Parker,32.0
Ruairi Robinson,7.0
Jaume Balagueró,57.0
Stanley Kubrick,0.0
Steven Spielberg,14000.0
Jon Kasdan,21.0
Léa Pool,4.0
Floyd Mutrux,11.0
,
Sajid Khan,0.0
Christopher Cain,58.0
Dean Wright,0.0
Eric Lartigau,7.0
Gus Van Sant,835.0
Shintaro Shimosawa,29.0
Darren Lynn Bousman,163.0
Ivan Reitman,425.0
Peyton Reed,235.0
James DeMonaco,65.0
Robert Iscove,7.0
Lee Daniels,304.0
Darren Lynn Bousman,163.0
Geoffrey Sax,13.0
Tyler Perry,0.0
Martin Scorsese,17000.0
Ken Annakin,19.0
Stephen Herek,65.0
Takashi Shimizu,70.0
Dennis Dugan,221.0
Victor Salva,108.0
Stephen Herek,65.0
Carol Reed,82.0
John Madden,108.0
Chuck Sheetz,6.0
George Miller,750.0
Mark L. Lester,73.0
William Brent Bell,19.0
John Erick Dowdle,66.0
Marcus Raboy,7.0
Leigh Whannell,482.0
Michael Schultz,78.0
Guy Ritchie,0.0
Brett Leonard,32.0
Peter Sollett,6.0
Kevin Smith,0.0
Bob Dolman,7.0
Joe Dante,287.0
Rowdy Herrington,9.0
Keenen Ivory Wayans,322.0
John Polson,21.0
Greg Coolidge,27.0
Harry Elfont,4.0
Francis Ford Coppola,0.0
David Lowery,38.0
David Cronenberg,0.0
Ciarán Foy,11.0
Salim Akil,70.0
Jamie Blanks,9.0
Olatunde Osunsanmi,58.0
Robert Altman,500.0
Leon Ichaso,5.0
Joseph Zito,17.0
Malcolm D. Lee,92.0
Wes Anderson,0.0
Colin Strause,25.0
John Madden,108.0
Patricia Rozema,22.0
Mark Rosman,15.0
Spike Lee,0.0
Steve Oedekerk,176.0
Ron Underwood,31.0
Rob Schmidt,36.0
Walter Hill,394.0
James Foley,164.0
Jeff Nichols,337.0
Robert Ben Garant,134.0
Morgan Spurlock,293.0
Neal Brennan,23.0
Tuck Tucker,14.0
Simon Curtis,64.0
Richard Shepard,47.0
Theodore Witcher,28.0
Joel Edgerton,0.0
Jim Hanon,2.0
Tommy O'Haver,13.0
Mike Judge,406.0
Michael Patrick Jann,31.0
Tim Burton,13000.0
Peter Berg,532.0
Joe Nussbaum,18.0
Brian De Palma,0.0
Jorma Taccone,434.0
Stephen Frears,350.0
Elizabeth Banks,0.0
Florian Henckel von Donnersmarck,207.0
Jeff Lowell,4.0
Lorene Scafaria,63.0
Miguel Arteta,44.0
,
Tony Kaye,194.0
Marcus Dunstan,87.0
Timothy Björklund,0.0
François Girard,63.0
David Lynch,0.0
Scott Kalvert,9.0
Jason Bateman,0.0
David Schwimmer,0.0
Allan Arkush,13.0
Mike Binder,57.0
Eric Bross,49.0
Werner Herzog,0.0
Dan Fogelman,102.0
Jay Duplass,157.0
Luca Guadagnino,64.0
John Putch,60.0
Peter Medak,34.0
Steven Soderbergh,0.0
Paul Haggis,549.0
Terence Davies,25.0
Harley Cokeliss,4.0
Victor Salva,108.0
Tom Brady,105.0
Spike Lee,0.0
Jason Zada,4.0
Franklin J. Schaffner,76.0
Noah Baumbach,387.0
Chris Weitz,129.0
David Cronenberg,0.0
Eric Blakeney,3.0
Douglas McGrath,41.0
Ariel Vromen,34.0
,
Rakesh Roshan,53.0
John Waters,0.0
William Friedkin,607.0
Derrick Borte,17.0
Richard Kwietniowski,23.0
Bob Odenkirk,0.0
Kar-Wai Wong,0.0
John Turturro,0.0
Guy Ritchie,0.0
Joshua Seftel,0.0
Stephen Chow,0.0
Vincent Gallo,787.0
Claude Chabrol,324.0
Jon Stewart,593.0
Bigas Luna,163.0
Ralph Fiennes,0.0
Dan Harris,24.0
Mel Smith,302.0
Bobcat Goldthwait,800.0
Christopher Smith,76.0
Stuart Gordon,216.0
Jake Scott,26.0
Alan Metter,3.0
Jeb Stuart,11.0
Rafa Lara,21.0
Michael Radford,53.0
Arthur Hiller,71.0
Michael Meredith,7.0
Julio DePietro,0.0
Katherine Dieckmann,8.0
William Dear,50.0
Kim Farrant,93.0
Marcus Raboy,7.0
Scott Marshall,7.0
Álex de la Iglesia,275.0
Andrew Traucki,10.0
Michael Clancy,0.0
Patrick Lussier,71.0
Robert Adetuyi,8.0
Kari Skogland,13.0
Taedong Park,0.0
Paul Schrader,261.0
Benedikt Erlingsson,4.0
Gurinder Chadha,98.0
Jason Connery,110.0
Vic Sarin,24.0
Jim Issa,5.0
Jee-woon Kim,419.0
Douglas Aarniokoski,36.0
William Phillips,3.0
Greg Mottola,99.0
Andy Garcia,0.0
Steve Carr,41.0
Sarik Andreasyan,9.0
Lewis Gilbert,43.0
Julian Gilbey,7.0
Michael Haneke,0.0
Gary Sherman,17.0
Valeri Milev,6.0
Stanley Kramer,176.0
Pedro Almodóvar,0.0
Gerald Potterton,0.0
Jared Hess,100.0
Richard Loncraine,12.0
David Hackl,43.0
Anurag Basu,116.0
Lars von Trier,3000.0
Kriv Stenders,25.0
Yash Chopra,147.0
Ridley Scott,0.0
Tobe Hooper,365.0
Floria Sigismondi,50.0
Norman Jewison,278.0
Terence Young,92.0
Joseph Kahn,33.0
Ferzan Ozpetek,798.0
F. Gary Gray,473.0
Malcolm D. Lee,92.0
Tom Holland,85.0
Michael Moore,909.0
James DeMonaco,65.0
Kris Isacsson,0.0
Danny Leiner,8.0
Rod Lurie,37.0
Ben Younger,46.0
John Landis,644.0
Glen Morgan,17.0
Daniel Taplitz,2.0
Kenneth Branagh,0.0
Tamara Jenkins,84.0
Linda Mendoza,17.0
Christopher McQuarrie,188.0
Burr Steers,23.0
Hart Bochner,157.0
Michael O. Sajbel,6.0
,
Stewart Raffill,12.0
Davis Guggenheim,49.0
Bart Freundlich,38.0
Andrew Fleming,26.0
Todd Haynes,162.0
Hong-jin Na,43.0
Kevin Tancharoen,64.0
Chatrichalerm Yukol,6.0
Dario Argento,930.0
Eric Lavaine,0.0
Mike Leigh,608.0
Marc Forby,3.0
Peter Cattaneo,11.0
Scott Mann,8.0
Ole Christian Madsen,28.0
Meiert Avis,0.0
Julian Jarrold,11.0
André Téchiné,25.0
Emily Young,6.0
Peter Faiman,4.0
Martyn Pick,4.0
Roland Suso Richter,3.0
Jeremy Sims,8.0
Maïwenn,236.0
Joby Harold,8.0
,
Ekachai Uekrongtham,3.0
Joel Schumacher,541.0
Scott Cooper,108.0
Mark Rydell,43.0
David E. Talbert,68.0
Roger Vadim,35.0
Nils Gaup,8.0
Alexander Payne,729.0
Mira Nair,300.0
Ari Sandel,17.0
Vondie Curtis-Hall,170.0
Tom Elkins,14.0
Woo-Suk Kang,0.0
Jane Campion,319.0
Karan Johar,160.0
Herbert Ross,71.0
J.C. Chandor,78.0
John Sayles,407.0
Vipul Amrutlal Shah,11.0
Ken Loach,644.0
Ayan Mukerji,0.0
John G. Avildsen,80.0
Mervyn LeRoy,54.0
Darren Lynn Bousman,163.0
Serdar Akar,11.0
Quentin Tarantino,16000.0
James Frawley,21.0
Dan Gilroy,66.0
Jay Chandrasekhar,422.0
Robert Wise,338.0
Ron Howard,2000.0
Jonathan Dayton,36.0
Rob Reiner,0.0
Danny Boyle,0.0
Chris Stokes,548.0
Don Siegel,152.0
Rick Famuyiwa,44.0
Martin Lawrence,0.0
Jonathan Levine,129.0
Masayuki Ochiai,5.0
George A. Romero,0.0
Tom Gormican,19.0
Ken Shapiro,2.0
Justin Tipping,2.0
Kenneth Branagh,0.0
Peter R. Hunt,13.0
,
Wes Craven,0.0
John Schultz,13.0
Doug Atchison,3.0
Tamra Davis,33.0
Jonas Elmer,3.0
Stephen Gaghan,79.0
Mary Harron,126.0
Miguel Arteta,44.0
Erik Canuel,31.0
Troy Duffy,78.0
James Ivory,133.0
Nicole Holofcener,132.0
Will Gluck,87.0
Matty Rich,10.0
E. Elias Merhige,54.0
Joe Nussbaum,18.0
Matt Reeves,198.0
Steve Rash,15.0
Fina Torres,26.0
James Ivory,133.0
,
Duke Johnson,26.0
Mike Leigh,608.0
François Ozon,341.0
Mark L. Lester,73.0
David Dobkin,71.0
Anna Boden,16.0
